,V061112,V061113,V06112,V8005,V6003
835,1.0,1.0,1.0,33,-
836,1.0,1.0,1.0,46,-
837,1.0,1.0,1.0,44,-
838,1.0,1.0,1.0,20,5.0
839,1.0,1.0,1.0,19,5.0
840,1.0,2.0,1.0,50,-
841,-,-,1.0,50,-
842,-,-,3.0,21,2.0
843,-,-,1.0,56,-
844,1.0,2.0,1.0,51,-
845,1.0,2.0,3.0,29,-
846,1.0,2.0,3.0,17,2.0
847,1.0,1.0,1.0,16,2.0
848,-,-,1.0,57,-
849,1.0,1.0,1.0,54,-
850,1.0,1.0,1.0,10,1.0
851,1.0,1.0,1.0,43,-
852,1.0,1.0,1.0,48,-
853,-,-,-,5,9.0
854,1.0,1.0,1.0,67,-
855,1.0,1.0,1.0,61,-
856,-,-,1.0,53,-
857,-,-,1.0,54,-
858,-,-,3.0,75,-
859,-,-,3.0,71,-
860,1.0,1.0,1.0,49,-
861,2.0,1.0,1.0,48,-
862,1.0,1.0,1.0,62,-
863,2.0,1.0,1.0,55,-
864,1.0,2.0,1.0,51,-
865,-,-,3.0,51,-
866,2.0,1.0,1.0,17,2.0
867,1.0,1.0,1.0,48,-
868,1.0,1.0,1.0,23,-
869,1.0,1.0,1.0,26,5.0
870,1.0,1.0,1.0,23,5.0
871,-,-,-,1,7.0
872,2.0,1.0,1.0,46,-
873,2.0,1.0,1.0,24,-
874,-,-,1.0,48,-
875,1.0,1.0,1.0,52,-
876,1.0,1.0,1.0,26,-
877,1.0,1.0,1.0,25,-
878,-,-,-,3,7.0
879,1.0,1.0,1.0,26,11.0
880,1.0,1.0,1.0,28,11.0
881,1.0,1.0,1.0,28,11.0
882,1.0,1.0,1.0,28,-
883,1.0,1.0,1.0,27,11.0
884,1.0,1.0,1.0,27,11.0
885,1.0,1.0,1.0,27,11.0
886,1.0,1.0,1.0,26,11.0
887,-,-,3.0,67,-
888,-,-,1.0,64,-
889,1.0,1.0,1.0,34,-
890,1.0,1.0,1.0,43,-
891,2.0,1.0,3.0,21,-
892,2.0,1.0,1.0,23,-
893,-,-,-,5,9.0
894,-,-,-,1,-
895,1.0,1.0,1.0,42,-
896,1.0,1.0,1.0,37,-
897,1.0,1.0,1.0,14,1.0
898,1.0,2.0,3.0,10,1.0
899,2.0,1.0,1.0,42,-
900,2.0,1.0,1.0,37,-
901,1.0,1.0,1.0,21,-
902,-,-,1.0,58,-
903,1.0,1.0,1.0,29,5.0
904,2.0,1.0,1.0,32,-
905,-,-,-,3,7.0
906,-,-,-,0,-
907,2.0,1.0,1.0,52,-
908,1.0,2.0,1.0,52,-
909,1.0,1.0,1.0,25,-
910,-,-,3.0,67,-
911,1.0,2.0,1.0,15,2.0
912,-,-,1.0,11,1.0
913,1.0,1.0,1.0,67,-
914,1.0,1.0,1.0,41,-
915,1.0,1.0,1.0,41,-
916,-,-,1.0,53,-
917,2.0,1.0,1.0,17,2.0
918,1.0,1.0,1.0,40,-
919,1.0,1.0,1.0,24,-
920,1.0,1.0,1.0,21,-
921,1.0,1.0,1.0,16,2.0
922,1.0,1.0,1.0,14,1.0
923,1.0,1.0,1.0,13,1.0
924,-,-,1.0,52,-
925,2.0,1.0,1.0,42,-
926,-,-,-,0,-
927,-,-,3.0,59,-
928,-,-,3.0,42,-
929,1.0,1.0,1.0,23,-
930,1.0,2.0,1.0,40,-
931,1.0,1.0,1.0,46,-
932,-,-,-,0,-
933,1.0,1.0,1.0,20,4.0
934,1.0,1.0,1.0,18,4.0
935,-,-,3.0,65,-
936,2.0,1.0,1.0,32,-
937,-,-,1.0,26,-
938,-,-,3.0,62,-
939,-,-,-,7,1.0
940,2.0,1.0,1.0,31,-
941,-,-,3.0,10,1.0
942,-,-,-,8,1.0
943,-,-,1.0,73,-
944,-,-,3.0,43,-
945,-,-,1.0,57,-
946,-,-,3.0,89,-
947,2.0,1.0,1.0,12,1.0
948,-,-,-,4,7.0
949,1.0,1.0,1.0,56,-
950,1.0,1.0,1.0,58,-
951,1.0,1.0,3.0,36,-
952,-,-,3.0,79,-
953,-,-,3.0,57,-
954,2.0,1.0,1.0,47,-
955,1.0,1.0,1.0,50,-
956,1.0,1.0,1.0,25,-
957,1.0,1.0,1.0,14,1.0
958,-,-,3.0,87,-
959,-,-,1.0,62,-
960,-,-,3.0,67,-
961,-,-,1.0,38,-
962,-,-,-,7,1.0
963,2.0,1.0,1.0,28,-
964,-,-,1.0,46,-
965,1.0,1.0,1.0,44,-
966,1.0,2.0,3.0,18,2.0
967,1.0,2.0,3.0,12,1.0
968,-,-,1.0,65,-
969,-,-,1.0,59,-
970,1.0,1.0,1.0,20,-
971,2.0,1.0,1.0,19,-
972,-,-,-,1,-
973,1.0,2.0,1.0,27,-
974,1.0,1.0,3.0,36,-
975,-,-,-,8,1.0
976,-,-,-,5,9.0
977,1.0,1.0,1.0,54,-
978,1.0,2.0,1.0,52,-
979,1.0,1.0,1.0,30,-
980,-,-,1.0,58,-
981,1.0,2.0,1.0,46,-
982,1.0,1.0,1.0,25,-
983,1.0,1.0,1.0,15,2.0
984,-,-,3.0,67,-
985,-,-,3.0,37,-
986,-,-,3.0,55,-
987,-,-,3.0,34,-
988,-,-,3.0,20,-
989,-,-,1.0,62,-
990,-,-,1.0,61,-
991,2.0,1.0,1.0,24,-
992,2.0,1.0,1.0,33,-
993,-,-,-,3,7.0
994,-,-,3.0,54,-
995,-,-,1.0,50,-
996,1.0,2.0,3.0,19,-
997,1.0,2.0,1.0,23,-
998,2.0,2.0,1.0,20,-
999,-,-,-,4,7.0
1000,-,-,-,1,7.0
1001,-,-,1.0,48,-
1002,-,-,-,3,7.0
1003,-,-,1.0,41,-
1004,-,-,1.0,34,-
1005,-,-,-,9,1.0
1006,1.0,1.0,1.0,37,-
1007,1.0,1.0,1.0,39,-
1008,-,-,-,3,-
1009,2.0,1.0,1.0,54,-
1010,1.0,1.0,1.0,39,-
1011,-,-,-,3,-
1012,-,-,-,2,-
1013,-,-,3.0,56,-
1014,-,-,1.0,35,-
1015,2.0,1.0,1.0,21,-
1016,2.0,1.0,1.0,30,-
1017,2.0,1.0,1.0,31,-
1018,-,-,-,9,1.0
1019,-,-,-,0,-
1020,-,-,3.0,56,-
1021,2.0,1.0,1.0,29,-
1022,2.0,1.0,1.0,25,-
1023,1.0,1.0,1.0,29,5.0
1024,1.0,1.0,1.0,25,-
1025,1.0,1.0,1.0,34,-
1026,1.0,1.0,1.0,35,-
1027,-,-,-,1,7.0
1028,1.0,1.0,1.0,54,-
1029,1.0,1.0,1.0,25,5.0
1030,1.0,1.0,1.0,22,5.0
1031,1.0,2.0,3.0,71,-
1032,1.0,1.0,1.0,67,-
1033,-,-,1.0,62,-
1034,-,-,1.0,48,-
1035,2.0,1.0,1.0,47,-
1036,1.0,1.0,1.0,58,-
1037,1.0,1.0,1.0,26,-
1038,1.0,2.0,3.0,43,-
1039,1.0,1.0,1.0,33,-
1040,1.0,1.0,1.0,11,1.0
1041,-,-,3.0,83,-
1042,1.0,2.0,1.0,58,-
1043,1.0,2.0,1.0,57,-
1044,1.0,1.0,1.0,33,5.0
1045,1.0,1.0,1.0,30,-
1046,1.0,2.0,1.0,57,-
1047,1.0,2.0,1.0,59,-
1048,1.0,1.0,1.0,25,-
1049,1.0,1.0,1.0,24,5.0
1050,-,-,1.0,64,-
1051,-,-,3.0,63,-
1052,2.0,1.0,1.0,37,-
1053,1.0,1.0,1.0,32,-
1054,1.0,1.0,1.0,27,-
1055,1.0,2.0,1.0,53,-
1056,1.0,1.0,1.0,53,-
1057,1.0,1.0,1.0,26,5.0
1058,-,-,1.0,77,-
1059,-,-,3.0,77,-
1060,1.0,1.0,1.0,68,-
1061,1.0,1.0,1.0,42,5.0
1062,1.0,1.0,1.0,46,-
1063,1.0,1.0,1.0,36,10.0
1064,-,-,-,8,1.0
1065,1.0,1.0,1.0,52,-
1066,1.0,1.0,1.0,54,-
1067,1.0,1.0,1.0,24,5.0
1068,1.0,1.0,1.0,20,5.0
1069,2.0,1.0,1.0,51,-
1070,2.0,1.0,1.0,37,-
1071,2.0,1.0,1.0,20,-
1072,2.0,1.0,1.0,19,-
1073,1.0,1.0,1.0,57,-
1074,1.0,1.0,1.0,23,5.0
1075,1.0,1.0,1.0,27,-
1076,1.0,1.0,1.0,36,-
1077,1.0,1.0,1.0,32,-
1078,1.0,1.0,1.0,54,-
1079,-,-,3.0,76,-
1080,1.0,1.0,1.0,52,-
1081,-,-,1.0,50,-
1082,-,-,3.0,45,-
1083,1.0,2.0,3.0,41,-
1084,-,-,3.0,69,-
1085,1.0,2.0,1.0,64,-
1086,1.0,1.0,1.0,32,-
1087,2.0,1.0,1.0,30,-
1088,2.0,2.0,1.0,28,-
1089,1.0,1.0,1.0,23,-
1090,1.0,1.0,1.0,18,-
1091,2.0,1.0,1.0,21,-
1092,2.0,1.0,1.0,20,-
1093,2.0,1.0,1.0,63,-
1094,-,-,1.0,52,-
1095,1.0,1.0,1.0,29,-
1096,1.0,1.0,1.0,22,-
1097,1.0,1.0,1.0,36,-
1098,1.0,1.0,1.0,35,5.0
1099,-,-,-,8,1.0
1100,-,-,3.0,73,-
1101,-,-,3.0,67,-
1102,-,-,1.0,57,-
1103,1.0,2.0,1.0,60,-
1104,1.0,1.0,1.0,31,-
1105,1.0,1.0,1.0,17,2.0
1106,-,-,1.0,27,-
1107,2.0,1.0,1.0,27,-
1108,-,-,-,8,1.0
1109,-,-,-,2,7.0
1110,-,-,1.0,25,-
1111,-,-,1.0,46,-
1112,-,-,-,0,-
1113,-,-,3.0,74,-
1114,-,-,3.0,77,-
1115,-,-,3.0,70,-
1116,1.0,2.0,1.0,47,-
1117,-,-,1.0,49,-
1118,1.0,2.0,3.0,43,-
1119,1.0,1.0,1.0,44,-
1120,1.0,1.0,1.0,19,-
1121,-,-,-,8,1.0
1122,2.0,1.0,1.0,46,-
1123,2.0,1.0,1.0,28,-
1124,2.0,1.0,1.0,27,-
1125,-,-,-,7,1.0
1126,-,-,-,3,7.0
1127,-,-,3.0,50,-
1128,2.0,1.0,1.0,39,-
1129,2.0,1.0,1.0,22,-
1130,2.0,1.0,1.0,15,2.0
1131,-,-,-,7,1.0
1132,-,-,1.0,57,-
1133,2.0,1.0,1.0,52,-
1134,1.0,1.0,1.0,23,-
1135,1.0,1.0,1.0,22,-
1136,2.0,1.0,1.0,43,-
1137,2.0,1.0,1.0,41,-
1138,2.0,1.0,1.0,18,2.0
1139,2.0,1.0,1.0,15,2.0
1140,1.0,1.0,1.0,39,-
1141,1.0,1.0,1.0,36,-
1142,1.0,1.0,1.0,16,2.0
1143,2.0,1.0,1.0,41,-
1144,2.0,1.0,1.0,46,-
1145,1.0,1.0,1.0,24,5.0
1146,1.0,1.0,1.0,23,5.0
1147,1.0,1.0,1.0,16,2.0
1148,1.0,1.0,1.0,57,-
1149,2.0,1.0,1.0,34,-
1150,-,-,-,5,9.0
1151,-,-,-,2,7.0
1152,-,-,1.0,78,-
1153,1.0,1.0,1.0,44,-
1154,1.0,1.0,1.0,47,-
1155,1.0,1.0,1.0,22,5.0
1156,1.0,1.0,1.0,20,5.0
1157,1.0,1.0,1.0,50,-
1158,1.0,1.0,1.0,56,-
1159,1.0,1.0,1.0,18,5.0
1160,1.0,1.0,1.0,46,-
1161,1.0,2.0,3.0,46,-
1162,1.0,1.0,1.0,24,-
1163,1.0,1.0,1.0,23,5.0
1164,-,-,1.0,74,-
1165,-,-,1.0,78,-
1166,-,-,3.0,60,-
1167,-,-,3.0,48,-
1168,2.0,1.0,1.0,25,-
1169,1.0,1.0,1.0,36,-
1170,2.0,1.0,1.0,35,-
1171,-,-,-,9,1.0
1172,-,-,1.0,55,-
1173,-,-,1.0,44,-
1174,-,-,-,3,7.0
1175,-,-,1.0,42,-
1176,-,-,1.0,47,-
1177,1.0,1.0,1.0,19,2.0
1178,-,-,-,7,1.0
1179,1.0,1.0,1.0,39,-
1180,1.0,1.0,1.0,40,-
1181,1.0,1.0,1.0,15,2.0
1182,-,-,3.0,57,-
1183,2.0,1.0,1.0,22,-
1184,2.0,1.0,1.0,32,-
1185,2.0,1.0,1.0,32,-
1186,2.0,1.0,1.0,18,2.0
1187,-,-,3.0,76,-
1188,-,-,3.0,73,-
1189,1.0,1.0,1.0,42,-
1190,1.0,1.0,1.0,24,-
1191,1.0,1.0,1.0,41,-
1192,2.0,1.0,1.0,43,-
1193,2.0,1.0,1.0,28,-
1194,2.0,1.0,1.0,33,-
1195,1.0,2.0,1.0,53,-
1196,1.0,1.0,1.0,45,-
1197,2.0,1.0,1.0,37,-
1198,2.0,1.0,1.0,34,-
1199,2.0,1.0,1.0,19,-
1200,2.0,1.0,1.0,11,1.0
1201,-,-,-,8,1.0
1202,-,-,3.0,57,-
1203,-,-,3.0,58,-
1204,2.0,1.0,1.0,24,-
1205,-,-,-,8,1.0
1206,-,-,-,5,9.0
1207,1.0,1.0,1.0,40,-
1208,1.0,1.0,1.0,39,-
1209,1.0,1.0,1.0,15,2.0
1210,-,-,1.0,63,-
1211,-,-,1.0,46,-
1212,1.0,1.0,1.0,19,-
1213,1.0,1.0,1.0,48,-
1214,1.0,1.0,1.0,39,-
1215,-,-,-,5,9.0
1216,-,-,1.0,59,-
1217,-,-,3.0,86,-
1218,1.0,1.0,1.0,40,-
1219,-,-,-,5,9.0
1220,-,-,3.0,80,-
1221,1.0,1.0,1.0,53,-
1222,1.0,1.0,1.0,47,-
1223,1.0,1.0,1.0,45,-
1224,1.0,1.0,1.0,18,-
1225,-,-,-,4,7.0
1226,-,-,3.0,47,3.0
1227,-,-,1.0,72,-
1228,1.0,1.0,1.0,33,-
1229,1.0,1.0,1.0,13,1.0
1230,-,-,-,4,7.0
1231,1.0,1.0,1.0,43,-
1232,1.0,2.0,1.0,67,-
1233,1.0,2.0,1.0,65,-
1234,-,-,1.0,80,-
1235,-,-,1.0,71,-
1236,-,-,1.0,79,-
1237,1.0,1.0,1.0,62,-
1238,-,-,3.0,61,-
1239,1.0,1.0,1.0,42,-
1240,-,-,3.0,60,-
1241,-,-,3.0,88,-
1242,-,-,3.0,77,-
1243,-,-,3.0,59,-
1244,-,-,1.0,72,-
1245,-,-,1.0,68,-
1246,2.0,1.0,1.0,45,-
1247,-,-,3.0,44,6.0
1248,-,-,3.0,36,-
1249,1.0,1.0,1.0,68,-
1250,1.0,1.0,1.0,71,-
1251,-,-,1.0,64,-
1252,2.0,1.0,1.0,64,-
1253,-,-,1.0,66,-
1254,-,-,1.0,67,-
1255,1.0,1.0,1.0,31,-
1256,1.0,1.0,1.0,27,-
1257,-,-,1.0,55,-
1258,1.0,1.0,1.0,46,-
1259,1.0,1.0,1.0,44,-
1260,1.0,1.0,1.0,19,5.0
1261,1.0,1.0,1.0,13,1.0
1262,2.0,1.0,1.0,22,-
1263,2.0,1.0,1.0,27,-
1264,1.0,1.0,1.0,41,-
1265,1.0,1.0,1.0,21,5.0
1266,1.0,1.0,1.0,14,1.0
1267,1.0,1.0,1.0,23,-
1268,-,-,1.0,60,-
1269,1.0,1.0,1.0,23,-
1270,-,-,3.0,84,-
1271,1.0,2.0,1.0,78,-
1272,1.0,2.0,1.0,84,-
1273,-,-,1.0,55,-
1274,-,-,1.0,53,-
1275,-,-,3.0,52,-
1276,-,-,1.0,62,-
1277,-,-,1.0,55,-
1278,1.0,1.0,1.0,33,-
1279,-,-,3.0,32,-
1280,-,-,3.0,29,-
1281,1.0,1.0,1.0,12,1.0
1282,-,-,1.0,69,-
1283,-,-,1.0,61,-
1284,-,-,1.0,25,-
1285,-,-,1.0,54,-
1286,-,-,1.0,42,-
1287,1.0,1.0,1.0,17,-
1288,1.0,1.0,1.0,17,2.0
1289,-,-,-,9,1.0
1290,1.0,1.0,1.0,22,-
1291,-,-,1.0,69,-
1292,-,-,3.0,78,-
1293,-,-,3.0,79,-
1294,-,-,1.0,79,-
1295,1.0,1.0,1.0,42,-
1296,1.0,1.0,1.0,16,2.0
1297,-,-,3.0,81,-
1298,-,-,1.0,66,-
1299,-,-,1.0,61,-
1300,-,-,1.0,39,-
1301,-,-,1.0,86,-
1302,-,-,3.0,57,-
1303,-,-,1.0,70,-
1304,-,-,3.0,22,-
1305,2.0,1.0,1.0,19,-
1306,-,-,3.0,85,-
1307,-,-,1.0,69,-
1308,-,-,1.0,67,-
1309,-,-,1.0,44,-
1310,-,-,1.0,29,-
1311,-,-,1.0,61,-
1312,-,-,1.0,53,-
1313,-,-,3.0,66,-
1314,1.0,1.0,1.0,47,-
1315,1.0,1.0,1.0,19,-
1316,-,-,3.0,73,-
1317,-,-,3.0,64,-
1318,1.0,1.0,1.0,44,-
1319,1.0,1.0,1.0,45,-
1320,1.0,1.0,1.0,16,2.0
1321,2.0,1.0,1.0,32,-
1322,-,-,1.0,38,-
1323,-,-,3.0,49,-
1324,1.0,1.0,1.0,29,-
1325,1.0,1.0,1.0,23,-
1326,-,-,1.0,46,-
1327,2.0,1.0,1.0,19,-
1328,-,-,1.0,73,-
1329,2.0,1.0,1.0,52,-
1330,-,-,1.0,75,-
1331,-,-,1.0,65,-
1332,-,-,3.0,80,-
1333,-,-,3.0,82,-
1334,-,-,1.0,68,-
1335,-,-,1.0,64,-
1336,1.0,1.0,1.0,53,-
1337,-,-,1.0,51,-
1338,1.0,1.0,1.0,22,-
1339,-,-,3.0,71,-
1340,-,-,3.0,79,-
1341,-,-,3.0,78,-
1342,1.0,1.0,1.0,54,-
1343,-,-,3.0,62,-
1344,-,-,3.0,52,-
1345,-,-,3.0,48,-
1346,1.0,1.0,1.0,36,-
1347,1.0,1.0,1.0,33,-
1348,1.0,1.0,1.0,16,2.0
1349,-,-,-,3,7.0
1350,-,-,1.0,33,-
1351,-,-,-,8,1.0
1352,2.0,1.0,1.0,27,-
1353,2.0,1.0,1.0,31,-
1354,-,-,3.0,11,1.0
1355,-,-,-,4,9.0
1356,1.0,1.0,1.0,43,-
1357,1.0,1.0,1.0,34,-
1358,-,-,-,7,1.0
1359,2.0,1.0,1.0,30,-
1360,-,-,1.0,42,-
1361,-,-,1.0,37,-
1362,1.0,1.0,1.0,18,-
1363,1.0,1.0,1.0,15,2.0
1364,-,-,1.0,57,-
1365,-,-,-,9,1.0
1366,1.0,1.0,1.0,23,-
1367,1.0,1.0,1.0,27,-
1368,-,-,-,4,-
1369,1.0,1.0,1.0,18,-
1370,-,-,1.0,39,-
1371,-,-,1.0,40,-
1372,2.0,1.0,1.0,17,-
1373,2.0,2.0,1.0,46,-
1374,1.0,1.0,1.0,46,-
1375,1.0,1.0,1.0,20,-
1376,1.0,1.0,1.0,16,2.0
1377,-,-,1.0,50,-
1378,-,-,1.0,64,-
1379,2.0,1.0,1.0,16,2.0
1380,2.0,1.0,1.0,25,-
1381,2.0,1.0,1.0,22,-
1382,-,-,3.0,78,-
1383,-,-,3.0,51,-
1384,-,-,1.0,57,-
1385,-,-,1.0,65,-
1386,-,-,3.0,57,-
1387,-,-,1.0,36,-
1388,-,-,1.0,33,-
1389,1.0,1.0,1.0,12,1.0
1390,1.0,1.0,1.0,48,-
1391,1.0,1.0,1.0,35,-
1392,1.0,1.0,1.0,16,2.0
1393,-,-,-,9,1.0
1394,-,-,1.0,45,-
1395,1.0,1.0,1.0,42,-
1396,1.0,1.0,1.0,51,-
1397,1.0,1.0,1.0,48,-
1398,1.0,1.0,1.0,22,2.0
1399,1.0,2.0,3.0,49,-
1400,1.0,1.0,1.0,40,-
1401,-,-,3.0,16,2.0
1402,-,-,3.0,10,1.0
1403,-,-,3.0,67,-
1404,2.0,2.0,3.0,23,-
1405,-,-,1.0,58,-
1406,2.0,1.0,1.0,56,-
1407,1.0,1.0,1.0,55,-
1408,1.0,1.0,1.0,29,-
1409,1.0,1.0,1.0,27,-
1410,-,-,1.0,37,-
1411,-,-,-,5,9.0
1412,-,-,1.0,58,-
1413,-,-,1.0,52,-
1414,2.0,1.0,1.0,28,-
1415,-,-,3.0,83,-
1416,-,-,1.0,64,-
1417,2.0,1.0,1.0,50,-
1418,-,-,-,6,1.0
1419,-,-,3.0,73,-
1420,1.0,1.0,1.0,60,-
1421,1.0,1.0,1.0,64,-
1422,-,-,1.0,65,-
1423,-,-,3.0,76,-
1424,2.0,1.0,1.0,20,-
1425,-,-,1.0,18,-
1426,-,-,-,2,-
1427,1.0,1.0,1.0,31,-
1428,1.0,1.0,1.0,32,-
1429,-,-,-,5,9.0
1430,1.0,1.0,1.0,62,-
1431,1.0,1.0,1.0,60,-
1432,-,-,1.0,50,-
1433,1.0,1.0,1.0,42,-
1434,1.0,1.0,1.0,25,-
1435,1.0,1.0,1.0,14,2.0
1436,-,-,1.0,46,-
1437,2.0,1.0,1.0,43,-
1438,1.0,1.0,3.0,11,1.0
1439,-,-,-,6,1.0
1440,-,-,1.0,49,-
1441,-,-,1.0,53,-
1442,1.0,1.0,1.0,14,1.0
1443,1.0,1.0,1.0,33,-
1444,1.0,1.0,1.0,26,-
1445,-,-,-,9,1.0
1446,-,-,-,5,9.0
1447,-,-,1.0,40,-
1448,-,-,1.0,30,-
1449,-,-,-,7,1.0
1450,-,-,3.0,39,-
1451,-,-,3.0,20,-
1452,-,-,1.0,50,-
1453,2.0,1.0,1.0,26,-
1454,-,-,1.0,31,-
1455,-,-,-,8,1.0
1456,-,-,-,6,1.0
1457,-,-,-,1,-
1458,2.0,1.0,1.0,31,-
1459,2.0,1.0,1.0,33,-
1460,1.0,1.0,3.0,13,1.0
1461,2.0,1.0,3.0,10,1.0
1462,-,-,-,3,-
1463,-,-,1.0,28,-
1464,-,-,-,5,9.0
1465,2.0,1.0,1.0,40,-
1466,2.0,1.0,1.0,33,-
1467,-,-,3.0,10,1.0
1468,-,-,-,4,9.0
1469,1.0,1.0,1.0,23,-
1470,1.0,2.0,3.0,21,-
1471,-,-,-,0,-
1472,2.0,1.0,1.0,27,-
1473,2.0,1.0,1.0,33,-
1474,-,-,-,8,1.0
1475,1.0,1.0,1.0,60,-
1476,1.0,1.0,1.0,46,-
1477,1.0,1.0,1.0,12,1.0
1478,2.0,1.0,1.0,32,-
1479,1.0,1.0,1.0,34,-
1480,1.0,1.0,1.0,38,-
1481,1.0,1.0,1.0,16,2.0
1482,1.0,1.0,1.0,12,1.0
1483,-,-,-,3,7.0
1484,-,-,1.0,37,-
1485,1.0,1.0,1.0,27,-
1486,-,-,-,2,-
1487,2.0,1.0,1.0,42,-
1488,1.0,2.0,3.0,14,1.0
1489,-,-,3.0,10,1.0
1490,-,-,-,6,1.0
1491,-,-,1.0,33,-
1492,-,-,1.0,27,-
1493,-,-,1.0,32,-
1494,-,-,-,7,1.0
1495,-,-,-,5,9.0
1496,-,-,1.0,37,-
1497,-,-,1.0,26,-
1498,-,-,3.0,10,1.0
1499,-,-,-,0,-
1500,-,-,1.0,31,-
1501,1.0,1.0,1.0,16,2.0
1502,-,-,3.0,10,1.0
1503,1.0,1.0,1.0,30,5.0
1504,1.0,1.0,1.0,28,-
1505,-,-,-,2,7.0
1506,1.0,1.0,1.0,20,5.0
1507,1.0,1.0,1.0,28,-
1508,-,-,1.0,31,-
1509,-,-,-,1,7.0
1510,-,-,1.0,42,-
1511,-,-,1.0,45,-
1512,1.0,1.0,1.0,19,2.0
1513,1.0,1.0,1.0,14,1.0
1514,1.0,1.0,1.0,53,-
1515,-,-,1.0,43,-
1516,-,-,1.0,82,-
1517,-,-,1.0,82,-
1518,-,-,1.0,66,-
1519,-,-,1.0,61,-
1520,-,-,1.0,30,-
1521,2.0,1.0,1.0,33,-
1522,2.0,1.0,1.0,37,-
1523,1.0,1.0,1.0,13,1.0
1524,1.0,1.0,1.0,12,1.0
1525,-,-,-,8,1.0
1526,-,-,-,0,-
1527,-,-,1.0,32,-
1528,-,-,1.0,40,-
1529,1.0,1.0,1.0,10,1.0
1530,-,-,-,8,1.0
1531,-,-,1.0,62,-
1532,-,-,1.0,61,-
1533,-,-,3.0,80,-
1534,-,-,1.0,76,-
1535,-,-,1.0,51,-
1536,-,-,1.0,65,-
1537,-,-,1.0,68,-
1538,-,-,1.0,63,-
1539,-,-,1.0,46,-
1540,-,-,3.0,35,-
1541,2.0,1.0,1.0,18,-
1542,-,-,1.0,43,-
1543,1.0,1.0,1.0,41,-
1544,1.0,1.0,1.0,19,-
1545,1.0,1.0,1.0,18,2.0
1546,1.0,1.0,1.0,15,2.0
1547,1.0,1.0,3.0,12,1.0
1548,-,-,3.0,65,-
1549,-,-,1.0,64,1.0
1550,1.0,1.0,1.0,53,-
1551,1.0,1.0,1.0,58,-
1552,1.0,1.0,1.0,31,-
1553,1.0,1.0,1.0,31,-
1554,-,-,-,1,-
1555,1.0,1.0,1.0,28,-
1556,1.0,1.0,1.0,27,-
1557,-,-,-,6,1.0
1558,-,-,-,0,-
1559,1.0,1.0,1.0,26,-
1560,1.0,1.0,1.0,25,5.0
1561,1.0,1.0,1.0,54,-
1562,1.0,1.0,1.0,53,-
1563,1.0,2.0,3.0,68,-
1564,-,-,3.0,86,-
1565,-,-,1.0,51,-
1566,-,-,1.0,52,-
1567,1.0,1.0,1.0,20,10.0
1568,1.0,1.0,1.0,18,2.0
1569,1.0,1.0,1.0,72,-
1570,1.0,1.0,1.0,61,-
1571,1.0,1.0,1.0,18,2.0
1572,1.0,1.0,1.0,14,1.0
1573,1.0,1.0,1.0,65,-
1574,-,-,1.0,62,-
1575,-,-,1.0,63,-
1576,1.0,1.0,1.0,38,-
1577,-,-,1.0,52,-
1578,-,-,1.0,51,-
1579,1.0,1.0,1.0,27,-
1580,1.0,1.0,1.0,19,-
1581,1.0,1.0,1.0,14,-
1582,-,-,3.0,52,-
1583,2.0,1.0,1.0,27,-
1584,1.0,2.0,1.0,38,-
1585,1.0,2.0,1.0,42,-
1586,-,-,-,1,-
1587,2.0,1.0,1.0,50,-
1588,2.0,1.0,1.0,28,-
1589,-,-,-,3,7.0
1590,1.0,1.0,1.0,43,-
1591,-,-,1.0,40,-
1592,1.0,1.0,1.0,17,2.0
1593,-,-,1.0,71,-
1594,-,-,1.0,68,-
1595,2.0,1.0,1.0,34,-
1596,2.0,1.0,1.0,42,-
1597,1.0,1.0,1.0,14,1.0
1598,-,-,-,0,-
1599,-,-,1.0,35,-
1600,2.0,1.0,1.0,17,-
1601,2.0,1.0,1.0,15,2.0
1602,2.0,1.0,1.0,21,-
1603,-,-,1.0,51,-
1604,1.0,1.0,1.0,28,-
1605,1.0,1.0,1.0,21,-
1606,1.0,1.0,1.0,17,2.0
1607,-,-,1.0,37,-
1608,-,-,1.0,39,-
1609,1.0,2.0,3.0,15,1.0
1610,-,-,3.0,10,1.0
1611,-,-,-,8,1.0
1612,-,-,-,3,-
1613,-,-,3.0,66,-
1614,-,-,1.0,47,-
1615,1.0,2.0,1.0,78,-
1616,-,-,3.0,54,-
1617,-,-,1.0,49,-
1618,2.0,1.0,1.0,17,-
1619,2.0,1.0,1.0,17,-
1620,2.0,1.0,1.0,62,-
1621,-,-,3.0,67,-
1622,2.0,1.0,1.0,40,-
1623,1.0,1.0,1.0,43,-
1624,1.0,1.0,1.0,36,-
1625,1.0,1.0,1.0,31,-
1626,1.0,1.0,1.0,21,-
1627,2.0,1.0,1.0,35,-
1628,-,-,3.0,33,-
1629,-,-,1.0,46,-
1630,-,-,1.0,48,3.0
1631,2.0,1.0,1.0,18,-
1632,2.0,1.0,3.0,10,1.0
1633,1.0,1.0,1.0,29,-
1634,1.0,1.0,1.0,35,-
1635,1.0,1.0,1.0,15,2.0
1636,2.0,2.0,3.0,11,1.0
1637,-,-,3.0,49,-
1638,1.0,2.0,1.0,16,2.0
1639,1.0,2.0,1.0,14,1.0
1640,1.0,2.0,3.0,10,1.0
1641,1.0,1.0,1.0,28,-
1642,2.0,1.0,1.0,28,-
1643,-,-,-,7,1.0
